park_states,park_parkCode,park_designation,park_fullName,park_url,park_name,id,name
GA,ocmu,National Historical Park,Ocmulgee Mounds National Historical Park,https://www.nps.gov/ocmu/index.htm,Ocmulgee Mounds,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
WA,olym,National Park,Olympic National Park,https://www.nps.gov/olym/index.htm,Olympic,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
OR,orca,National Monument & Preserve,Oregon Caves National Monument & Preserve,https://www.nps.gov/orca/index.htm,Oregon Caves,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"ID,KS,MO,NE,OR,WA,WY",oreg,National Historic Trail,Oregon National Historic Trail,https://www.nps.gov/oreg/index.htm,Oregon,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,orpi,National Monument,Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,Organ Pipe Cactus,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"NC,SC,TN,VA",ovvi,National Historic Trail,Overmountain Victory National Historic Trail,https://www.nps.gov/ovvi/index.htm,Overmountain Victory,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MD,oxhi,,Oxon Cove  Park & Oxon Hill Farm,https://www.nps.gov/oxhi/index.htm,Oxon Cove  Park & Oxon Hill Farm,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
TX,paal,National Historical Park,Palo Alto Battlefield National Historical Park,https://www.nps.gov/paal/index.htm,Palo Alto Battlefield,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
TX,pais,National Seashore,Padre Island National Seashore,https://www.nps.gov/pais/index.htm,Padre Island,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,pefo,National Park,Petrified Forest National Park,https://www.nps.gov/pefo/index.htm,Petrified Forest,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AR,peri,National Military Park,Pea Ridge National Military Park,https://www.nps.gov/peri/index.htm,Pea Ridge,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
OH,pevi,Memorial,Perry's Victory & International Peace Memorial,https://www.nps.gov/pevi/index.htm,Perry's Victory & International Peace,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MN,pipe,National Monument,Pipestone National Monument,https://www.nps.gov/pipe/index.htm,Pipestone,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MI,piro,National Lakeshore,Pictured Rocks National Lakeshore,https://www.nps.gov/piro/index.htm,Pictured Rocks,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"CA,CO,KS,MO,NE,NV,UT,WY",poex,National Historic Trail,Pony Express National Historic Trail,https://www.nps.gov/poex/index.htm,Pony Express,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"DC,MD,PA,VA",pohe,National Scenic Trail,Potomac Heritage National Scenic Trail,https://www.nps.gov/pohe/index.htm,Potomac Heritage,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
LA,popo,National Monument,Poverty Point National Monument,https://www.nps.gov/popo/index.htm,Poverty Point,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,prsf,,Presidio of San Francisco,https://www.nps.gov/prsf/index.htm,Presidio of San Francisco,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
HI,puhe,National Historic Site,Puʻukoholā Heiau National Historic Site,https://www.nps.gov/puhe/index.htm,Puʻukoholā Heiau,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
HI,puho,National Historical Park,Puʻuhonua o Hōnaunau National Historical Park,https://www.nps.gov/puho/index.htm,Puʻuhonua o Hōnaunau,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
IL,pull,National Historical Park,Pullman National Historical Park,https://www.nps.gov/pull/index.htm,Pullman,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
VA,rich,National Battlefield Park,Richmond National Battlefield Park,https://www.nps.gov/rich/index.htm,Richmond,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MI,rira,National Battlefield Park,River Raisin National Battlefield Park,https://www.nps.gov/rira/index.htm,River Raisin,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
ME,roca,International Park,Roosevelt Campobello International Park,https://www.nps.gov/roca/index.htm,Roosevelt Campobello,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
DC,rocr,Park,Rock Creek Park,https://www.nps.gov/rocr/index.htm,Rock Creek,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,rori,National Historical Park,Rosie the Riveter WWII Home Front National Historical Park,https://www.nps.gov/rori/index.htm,Rosie the Riveter WWII Home Front,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AL,ruca,National Monument,Russell Cave National Monument,https://www.nps.gov/ruca/index.htm,Russell Cave,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
TX,saan,National Historical Park,San Antonio Missions National Historical Park,https://www.nps.gov/saan/index.htm,San Antonio Missions,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"CO,KS,MO,NM,OK",safe,National Historic Trail,Santa Fe National Historic Trail,https://www.nps.gov/safe/index.htm,Santa Fe,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,safr,National Historical Park,San Francisco Maritime National Historical Park,https://www.nps.gov/safr/index.htm,San Francisco Maritime,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NH,saga,National Historical Park,Saint-Gaudens National Historical Park,https://www.nps.gov/saga/index.htm,Saint-Gaudens,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,sahi,National Historic Site,Sagamore Hill National Historic Site,https://www.nps.gov/sahi/index.htm,Sagamore Hill,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MA,sair,National Historic Site,Saugus Iron Works National Historic Site,https://www.nps.gov/sair/index.htm,Saugus Iron Works,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MA,sama,National Historic Site,Salem Maritime National Historic Site,https://www.nps.gov/sama/index.htm,Salem Maritime,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,sapa,National Historic Site,Saint Paul's Church National Historic Site,https://www.nps.gov/sapa/index.htm,Saint Paul's Church,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NM,sapu,National Monument,Salinas Pueblo Missions National Monument,https://www.nps.gov/sapu/index.htm,Salinas Pueblo Missions,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,sara,National Historical Park,Saratoga National Historical Park,https://www.nps.gov/sara/index.htm,Saratoga,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
VI,sari,National Historical Park and Ecological Preserve,Salt River Bay National Historical Park and Ecological Preserve,https://www.nps.gov/sari/index.htm,Salt River Bay,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NE,scbl,National Monument,Scotts Bluff National Monument,https://www.nps.gov/scbl/index.htm,Scotts Bluff,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,seki,National Parks,Sequoia & Kings Canyon National Parks,https://www.nps.gov/seki/index.htm,Sequoia & Kings Canyon,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AL,semo,National Historic Trail,Selma To Montgomery National Historic Trail,https://www.nps.gov/semo/index.htm,Selma To Montgomery,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
VA,shen,National Park,Shenandoah National Park,https://www.nps.gov/shen/index.htm,Shenandoah,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"TN,MS",shil,National Military Park,Shiloh National Military Park,https://www.nps.gov/shil/index.htm,Shiloh,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AK,sitk,National Historical Park,Sitka National Historical Park,https://www.nps.gov/sitk/index.htm,Sitka,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MA,spar,National Historic Site,Springfield Armory National Historic Site,https://www.nps.gov/spar/index.htm,Springfield Armory,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
PA,stea,National Historic Site,Steamtown National Historic Site,https://www.nps.gov/stea/index.htm,Steamtown,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MO,stge,National Historical Park,Ste. Geneviève National Historical Park,https://www.nps.gov/stge/index.htm,Ste. Geneviève,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,stli,National Monument,Statue Of Liberty National Monument,https://www.nps.gov/stli/index.htm,Statue Of Liberty,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,ston,National Monument,Stonewall National Monument,https://www.nps.gov/ston/index.htm,Stonewall,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
TN,stri,National Battlefield,Stones River National Battlefield,https://www.nps.gov/stri/index.htm,Stones River,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"DC,MD,VA",stsp,National Historic Trail,Star-Spangled Banner National Historic Trail,https://www.nps.gov/stsp/index.htm,Star-Spangled Banner,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,sucr,National Monument,Sunset Crater Volcano National Monument,https://www.nps.gov/sucr/index.htm,Sunset Crater Volcano,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,thco,National Historic Site,Thomas Cole National Historic Site,https://www.nps.gov/thco/index.htm,Thomas Cole,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,thrb,National Historic Site,Theodore Roosevelt Birthplace National Historic Site,https://www.nps.gov/thrb/index.htm,Theodore Roosevelt Birthplace,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,thri,National Historic Site,Theodore Roosevelt Inaugural National Historic Site,https://www.nps.gov/thri/index.htm,Theodore Roosevelt Inaugural,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
ND,thro,National Park,Theodore Roosevelt National Park,https://www.nps.gov/thro/index.htm,Theodore Roosevelt,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"IL,MS",till,National Monument,Emmett Till and Mamie Till-Mobley National Monument,https://www.nps.gov/till/index.htm,Emmett Till and Mamie Till-Mobley,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
FL,timu,Ecological & Historic Preserve,Timucuan Ecological & Historic Preserve,https://www.nps.gov/timu/index.htm,Timucuan,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,tont,National Monument,Tonto National Monument,https://www.nps.gov/tont/index.htm,Tonto,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"AL,AR,GA,IL,KY,MO,NC,OK,TN",trte,National Historic Trail,Trail Of Tears National Historic Trail,https://www.nps.gov/trte/index.htm,Trail Of Tears,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AL,tuai,National Historic Site,Tuskegee Airmen National Historic Site,https://www.nps.gov/tuai/index.htm,Tuskegee Airmen,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AL,tuin,National Historic Site,Tuskegee Institute National Historic Site,https://www.nps.gov/tuin/index.htm,Tuskegee Institute,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,tule,National Monument,Tule Lake National Monument,https://www.nps.gov/tule/index.htm,Tule Lake,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,tuma,National Historical Park,Tumacácori National Historical Park,https://www.nps.gov/tuma/index.htm,Tumacácori,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,tuzi,National Monument,Tuzigoot National Monument,https://www.nps.gov/tuzi/index.htm,Tuzigoot,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MO,ulsg,National Historic Site,Ulysses S Grant National Historic Site,https://www.nps.gov/ulsg/index.htm,Ulysses S Grant,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"NY,PA",upde,Scenic & Recreational River,Upper Delaware Scenic & Recreational River,https://www.nps.gov/upde/index.htm,Upper Delaware,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
PA,vafo,National Historical Park,Valley Forge National Historical Park,https://www.nps.gov/vafo/index.htm,Valley Forge,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
HI,valr,National Memorial,Pearl Harbor National Memorial,https://www.nps.gov/valr/index.htm,Pearl Harbor,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"MS,LA",vick,National Military Park,Vicksburg National Military Park,https://www.nps.gov/vick/index.htm,Vicksburg,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MN,voya,National Park,Voyageurs National Park,https://www.nps.gov/voya/index.htm,Voyageurs,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
OK,waba,National Historic Site,Washita Battlefield National Historic Site,https://www.nps.gov/waba/index.htm,Washita Battlefield,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
GU,wapa,National Historical Park,War In The Pacific National Historical Park,https://www.nps.gov/wapa/index.htm,War In The Pacific,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CT,wefa,National Historical Park,Weir Farm National Historical Park,https://www.nps.gov/wefa/index.htm,Weir Farm,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
DC,whho,,The White House and President's Park,https://www.nps.gov/whho/index.htm,The White House and President's Park,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,whis,National Recreation Area,Whiskeytown National Recreation Area,https://www.nps.gov/whis/index.htm,Whiskeytown,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
WA,whmi,National Historic Site,Whitman Mission National Historic Site,https://www.nps.gov/whmi/index.htm,Whitman Mission,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
SD,wica,National Park,Wind Cave National Park,https://www.nps.gov/wica/index.htm,Wind Cave,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AR,wicl,National Historic Site,President William Jefferson Clinton Birthplace Home National Historic Site,https://www.nps.gov/wicl/index.htm,President William Jefferson Clinton Birthplace Home,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
MO,wicr,National Battlefield,Wilson's Creek National Battlefield,https://www.nps.gov/wicr/index.htm,Wilson's Creek,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
WA,wing,Affiliated Area,Wing Luke Museum Affiliated Area,https://www.nps.gov/wing/index.htm,Wing Luke Museum,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NY,wori,National Historical Park,Women's Rights National Historical Park,https://www.nps.gov/wori/index.htm,Women's Rights,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
NC,wrbr,National Memorial,Wright Brothers National Memorial,https://www.nps.gov/wrbr/index.htm,Wright Brothers,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AK,wrst,National Park & Preserve,Wrangell - St Elias National Park & Preserve,https://www.nps.gov/wrst/index.htm,Wrangell - St Elias,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
AZ,wupa,National Monument,Wupatki National Monument,https://www.nps.gov/wupa/index.htm,Wupatki,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
"ID,MT,WY",yell,National Park,Yellowstone National Park,https://www.nps.gov/yell/index.htm,Yellowstone,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
VA,york,Part of Colonial National Historical Park,Yorktown Battlefield Part of Colonial National Historical Park,https://www.nps.gov/york/index.htm,Yorktown Battlefield,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
CA,yose,National Park,Yosemite National Park,https://www.nps.gov/yose/index.htm,Yosemite,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
UT,zion,National Park,Zion National Park,https://www.nps.gov/zion/index.htm,Zion,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits
ME,acad,National Park,Acadia National Park,https://www.nps.gov/acad/index.htm,Acadia,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,alag,Wild River,Alagnak Wild River,https://www.nps.gov/alag/index.htm,Alagnak,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
HI,alka,National Historic Trail,Ala Kahakai National Historic Trail,https://www.nps.gov/alka/index.htm,Ala Kahakai,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
TX,amis,National Recreation Area,Amistad National Recreation Area,https://www.nps.gov/amis/index.htm,Amistad,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
DC,anac,Park,Anacostia Park,https://www.nps.gov/anac/index.htm,Anacostia,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,ania,National Monument & Preserve,Aniakchak National Monument & Preserve,https://www.nps.gov/ania/index.htm,Aniakchak,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WI,apis,National Lakeshore,Apostle Islands National Lakeshore,https://www.nps.gov/apis/index.htm,Apostle Islands,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AR,arpo,National Memorial,Arkansas Post National Memorial,https://www.nps.gov/arpo/index.htm,Arkansas Post,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"MD,VA",asis,National Seashore,Assateague Island National Seashore,https://www.nps.gov/asis/index.htm,Assateague Island,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
TX,bibe,National Park,Big Bend National Park,https://www.nps.gov/bibe/index.htm,Big Bend,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"MT,WY",bica,National Recreation Area,Bighorn Canyon National Recreation Area,https://www.nps.gov/bica/index.htm,Bighorn Canyon,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,bicy,National Preserve,Big Cypress National Preserve,https://www.nps.gov/bicy/index.htm,Big Cypress,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,bisc,National Park,Biscayne National Park,https://www.nps.gov/bisc/index.htm,Biscayne,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"KY,TN",biso,National River & Recreation Area,Big South Fork National River & Recreation Area,https://www.nps.gov/biso/index.htm,Big South Fork,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
TX,bith,National Preserve,Big Thicket National Preserve,https://www.nps.gov/bith/index.htm,Big Thicket,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
CO,blca,National Park,Black Canyon Of The Gunnison National Park,https://www.nps.gov/blca/index.htm,Black Canyon Of The Gunnison,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"RI,MA",blrv,National Historical Park,Blackstone River Valley National Historical Park,https://www.nps.gov/blrv/index.htm,Blackstone River Valley,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WV,blue,National Scenic River,Bluestone National Scenic River,https://www.nps.gov/blue/index.htm,Bluestone,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MA,boha,National Recreation Area,Boston Harbor Islands National Recreation Area,https://www.nps.gov/boha/index.htm,Boston Harbor Islands,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AR,buff,National River,Buffalo National River,https://www.nps.gov/buff/index.htm,Buffalo,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
VI,buis,National Monument,Buck Island Reef National Monument,https://www.nps.gov/buis/index.htm,Buck Island Reef,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MA,caco,National Seashore,Cape Cod National Seashore,https://www.nps.gov/caco/index.htm,Cape Cod,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
NC,caha,National Seashore,Cape Hatteras National Seashore,https://www.nps.gov/caha/index.htm,Cape Hatteras,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"VA,MD,DE,DC,PA,NY",cajo,National Historic Trail,Captain John Smith Chesapeake National Historic Trail,https://www.nps.gov/cajo/index.htm,Captain John Smith Chesapeake,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
NC,calo,National Seashore,Cape Lookout National Seashore,https://www.nps.gov/calo/index.htm,Cape Lookout,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,cana,National Seashore,Canaveral National Seashore,https://www.nps.gov/cana/index.htm,Canaveral,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
UT,cany,National Park,Canyonlands National Park,https://www.nps.gov/cany/index.htm,Canyonlands,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"DC,DE,MD,NY,PA,VA,WV",cbpo,,Chesapeake Bay,https://www.nps.gov/cbpo/index.htm,Chesapeake Bay,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
GA,chat,National Recreation Area,Chattahoochee River National Recreation Area,https://www.nps.gov/chat/index.htm,Chattahoochee River,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"GA,TN",chch,National Military Park,Chickamauga & Chattanooga National Military Park,https://www.nps.gov/chch/index.htm,Chickamauga & Chattanooga,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
OK,chic,National Recreation Area,Chickasaw National Recreation Area,https://www.nps.gov/chic/index.htm,Chickasaw,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
CA,chis,National Park,Channel Islands National Park,https://www.nps.gov/chis/index.htm,Channel Islands,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"DC,MD,WV",choh,National Historical Park,Chesapeake & Ohio Canal National Historical Park,https://www.nps.gov/choh/index.htm,Chesapeake & Ohio Canal,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
SC,cong,National Park,Congaree National Park,https://www.nps.gov/cong/index.htm,Congaree,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
CO,cure,National Recreation Area,Curecanti National Recreation Area,https://www.nps.gov/cure/index.htm,Curecanti,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
OH,cuva,National Park,Cuyahoga Valley National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,deso,National Memorial,De Soto National Memorial,https://www.nps.gov/deso/index.htm,De Soto,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"NJ,PA",dewa,National Recreation Area,Delaware Water Gap National Recreation Area,https://www.nps.gov/dewa/index.htm,Delaware Water Gap,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"CO,UT",dino,National Monument,Dinosaur National Monument,https://www.nps.gov/dino/index.htm,Dinosaur,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,drto,National Park,Dry Tortugas National Park,https://www.nps.gov/drto/index.htm,Dry Tortugas,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WA,ebla,National Historical Reserve,Ebey's Landing National Historical Reserve,https://www.nps.gov/ebla/index.htm,Ebey's Landing,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
FL,ever,National Park,Everglades National Park,https://www.nps.gov/ever/index.htm,Everglades,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MD,fomc,National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,https://www.nps.gov/fomc/index.htm,Fort McHenry,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,gaar,National Park & Preserve,Gates Of The Arctic National Park & Preserve,https://www.nps.gov/gaar/index.htm,Gates Of The Arctic,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WV,gari,National Recreation Area,Gauley River National Recreation Area,https://www.nps.gov/gari/index.htm,Gauley River,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"NY,NJ",gate,National Recreation Area,Gateway National Recreation Area,https://www.nps.gov/gate/index.htm,Gateway,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
VA,gewa,National Monument,George Washington Birthplace National Monument,https://www.nps.gov/gewa/index.htm,George Washington Birthplace,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MT,glac,National Park,Glacier National Park,https://www.nps.gov/glac/index.htm,Glacier,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,glba,National Park & Preserve,Glacier Bay National Park & Preserve,https://www.nps.gov/glba/index.htm,Glacier Bay,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"AZ,UT",glca,National Recreation Area,Glen Canyon National Recreation Area,https://www.nps.gov/glca/index.htm,Glen Canyon,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AZ,grca,National Park,Grand Canyon National Park,https://www.nps.gov/grca/index.htm,Grand Canyon,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
NJ,greg,,Great Egg Harbor River,https://www.nps.gov/greg/index.htm,Great Egg Harbor River,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
VA,grfa,Park,Great Falls Park,https://www.nps.gov/grfa/index.htm,Great Falls,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MN,grpo,National Monument,Grand Portage National Monument,https://www.nps.gov/grpo/index.htm,Grand Portage,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WY,grte,National Park,Grand Teton National Park,https://www.nps.gov/grte/index.htm,Grand Teton,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"FL,MS",guis,National Seashore,Gulf Islands National Seashore,https://www.nps.gov/guis/index.htm,Gulf Islands,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AL,hobe,National Military Park,Horseshoe Bend National Military Park,https://www.nps.gov/hobe/index.htm,Horseshoe Bend,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
IN,indu,National Park,Indiana Dunes National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
MI,isro,National Park,Isle Royale National Park,https://www.nps.gov/isro/index.htm,Isle Royale,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,katm,National Park & Preserve,Katmai National Park & Preserve,https://www.nps.gov/katm/index.htm,Katmai,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
ME,kaww,National Monument,Katahdin Woods and Waters National Monument,https://www.nps.gov/kaww/index.htm,Katahdin Woods and Waters,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,kefj,National Park,Kenai Fjords National Park,https://www.nps.gov/kefj/index.htm,Kenai Fjords,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,kova,National Park,Kobuk Valley National Park,https://www.nps.gov/kova/index.htm,Kobuk Valley,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
AK,lacl,National Park & Preserve,Lake Clark National Park & Preserve,https://www.nps.gov/lacl/index.htm,Lake Clark,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"AZ,NV",lake,National Recreation Area,Lake Mead National Recreation Area,https://www.nps.gov/lake/index.htm,Lake Mead,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
TX,lamr,National Recreation Area,Lake Meredith National Recreation Area,https://www.nps.gov/lamr/index.htm,Lake Meredith,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
WA,laro,National Recreation Area,Lake Roosevelt National Recreation Area,https://www.nps.gov/laro/index.htm,Lake Roosevelt,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
CA,lavo,National Park,Lassen Volcanic National Park,https://www.nps.gov/lavo/index.htm,Lassen Volcanic,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
"OR,WA",lewi,National Historical Park,Lewis and Clark National Historical Park,https://www.nps.gov/lewi/index.htm,Lewis and Clark,4D224BCA-C127-408B-AC75-A51563C42411,Paddling
